cik,company_name,tickers,close_date,super8k_date,super8k_adsh,items,sic_at_filing,form,ticker_current,exchange,sic_current,sic_desc,entity_name,former_names,ann_date,ann_source,n_vote_8ks,vote_8k_date,vote_date,has_425,sic_6770_at_close,name_change_near_close,target_name,old_ticker_edgar,new_ticker_edgar,redeemed_shares,remaining_shares,redemption_pct_stated,trust_per_share,redemption_source,mentions_trust,is_spac,redemption_pct,new_ticker,flip_date,flip_ticker,old_ticker,n_ticker_events,polygon_active,list_date,sic_code,sic_description,polygon_name,market_cap_now,delisted_utc,public_shares_pre_vote,enrich_status,flip_source,redemption_pct_final,post_redeem_float_est,redemption_pct_best,sector,sector_margin,is_hightech,ann_day0_date,ann_prev_close,ann_gap_pct,ann_day0_ret_pct,ann_2d_high_ret_pct,ann_day0_vol_mult,ann_to_vote_ret_pct,vote_day_close,last_old_date,last_old_close,vote_to_lastold_ret_pct,flip_day0_date,flip_open,flip_close,flip_high,flip_volume,flip_gap_pct,flip_day_ret_pct,flip_high_ret_pct,post_flip_ret_1d_pct,post_flip_ret_3d_pct,post_flip_ret_5d_pct,post_flip_ret_10d_pct,max_runup_10d_pct,max_drawdown_10d_pct,untraded_gap_days,flip_lag_cal_days,split_at_flip
1816708,"Owlet, Inc.","OWLT, OWLTW",2021-07-15,2021-07-21,0001140361-21-025216,"1.01,2.01,3.03,5.01,5.02,5.06,7.01,9.01",3829.0,8-K,OWLT,NYSE,3829.0,"Measuring & Controlling Devices, NEC","Owlet, Inc.",Sandbridge Acquisition Corp,2021-02-16,425,1,2021-07-14,2021-07-14,True,False,True,"Project Olympus Merger Sub, Inc",SBG,OWLT,19758773.0,,,10.0,super8k,True,True,,OWLT,2021-07-16,OWLT,SBG,1.0,True,2021-07-16,3829.0,"MEASURING & CONTROLLING DEVICES, NEC","Owlet, Inc.",176999479.85999998,,23000000.0,ok,first_aggs_bar,85.9,3241227.0,85.9,biotech_health,1,False,2021-02-16,10.59,0.94,-2.08,1.23,28.0,-19.77,8.32,2021-07-15,8.84,6.25,2021-07-16,8.95,9.1,9.83,428677.0,1.24,2.94,11.2,4.64,-9.5,-2.49,12.1,29.24,-12.22,0.0,1.0,False
1822928,Holley Inc.,"HLLY, HLLY-WT",2021-07-16,2021-07-21,0001193125-21-220722,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.06,9.01",3714.0,8-K,"HLLY,HLLY-WT","NYSE,NYSE",3714.0,Motor Vehicle Parts & Accessories,Holley Inc.,Empower Ltd.,2021-03-12,425,1,2021-07-16,2021-07-14,True,False,True,"Merger dated March 11, 2021",EMPW,HLLY,,,50.0,18.0,super8k,False,True,50.0,HLLY,2021-07-19,HLLY,EMPW,1.0,True,2021-07-16,3714.0,MOTOR VEHICLE PARTS & ACCESSORIES,Holley Inc.,303332016.96,,25000000.0,ok,ticker_event,,,50.0,ev_mobility,2,True,2021-03-12,9.98,0.3,3.21,6.63,125.5,0.78,10.38,2021-07-16,9.8,-5.59,2021-07-19,9.75,9.5857,9.94,257817.0,-0.51,-2.19,1.43,-4.08,11.63,23.16,18.16,30.1,-5.71,0.0,3.0,False
1716583,Hyzon Motors Inc.,"HYZN, HYZNW",2021-07-16,2021-07-22,0001193125-21-221839,"1.01,2.01,3.02,4.01,5.01,5.02,5.03,5.06,9.01",3620.0,8-K,,,3620.0,Electrical Industrial Apparatus,Hyzon Motors Inc.,Decarbonization Plus Acquisition Corp; Decarbonization Plus Acquistion Corp,2021-03-17,PREM14A,1,2021-07-15,2021-07-15,False,False,True,"Reorganization, dated as of February 8, 2021",DCRB,HYZN,2089323.0,,,10.0,super8k,True,True,,HYZN,2021-07-19,HYZN,DCRB,0.0,True,2021-07-19,3620.0,ELECTRICAL INDUSTRIAL APPARATUS,Hyzon Motors Inc. Class A Common Stock,2404630124.3900003,,22570000.0,ok,first_aggs_bar,9.3,20480677.0,9.3,ev_mobility,1,True,2021-03-17,11.6,-1.47,-3.79,2.5,0.6,-10.39,10.0,2021-07-16,10.33,3.3,2021-07-19,9.7,8.26,9.99,1238691.0,-6.1,-20.04,-3.29,-27.35,-25.46,-21.59,-34.37,-3.29,-37.08,0.0,3.0,False
1805385,"Evolv Technologies Holdings, Inc.","EVLV, EVLVW",2021-07-16,2021-07-22,0001104659-21-094890,"1.01,2.01,3.02,3.03,4.01,5.01,5.03,8.01,9.01",3577.0,8-K,"EVLV,EVLVW","Nasdaq,Nasdaq",3577.0,"Computer Peripheral Equipment, NEC","Evolv Technologies Holdings, Inc.",NewHold Investment Corp.,2021-03-08,425,1,2021-07-21,2021-07-15,True,False,True,NHIC,NHIC,EVLV,8755987.0,85033803.0,,10.0,super8k,True,True,9.3,EVLV,2021-07-19,EVLV,NHIC,1.0,True,2021-07-19,3577.0,"COMPUTER PERIPHERAL EQUIPMENT, NEC","Evolv Technologies Holdings, Inc. Class A Common Stock",1064838747.2,,17250000.0,ok,ticker_event,50.8,8494013.0,50.8,industrial,2,False,2021-03-08,10.03,4.49,3.49,6.58,88.5,-9.73,9.37,2021-07-16,9.55,1.92,2021-07-19,10.5,10.4,12.9,365371.0,9.95,8.9,35.08,7.85,-7.75,4.92,-17.07,35.08,-17.96,0.0,3.0,False
1805521,FARADAY FUTURE INTELLIGENT ELECTRIC INC.,"FFIE, FFIEW",2021-07-21,2021-07-22,0001213900-21-038096,"1.01,2.01,3.02,4.01,5.01,5.02,9.01",3711.0,8-K,"FFAI,FFAIW","Nasdaq,Nasdaq",3711.0,Motor Vehicles & Passenger Car Bodies,FARADAY FUTURE INTELLIGENT ELECTRIC INC.,Property Solutions Acquisition Corp.,2021-01-28,425,1,2021-07-20,2021-07-20,True,False,True,"Merger, dated as of January 27, 2021",PSAC,FFIE,20600.0,,,10.0,super8k,True,True,,FFAI,2021-07-22,FFIE,PSAC,2.0,True,2021-07-22,3711.0,MOTOR VEHICLES & PASSENGER CAR BODIES,Faraday Future Intelligent Electric Inc. Common Stock,66387332.3456,,29520000.0,ok,first_aggs_bar,0.1,29499400.0,0.1,ev_mobility,2,True,2021-01-28,13.0,23.0,18.69,58.85,19.2,-10.37,13.83,2021-07-21,13.78,-0.36,2021-07-22,16.84,13.98,17.0,9268187.0,22.21,1.45,23.37,7.55,-16.91,-15.09,-11.03,23.37,-25.69,0.0,1.0,False
1752828,Celularity Inc,"CELU, CELUW",2021-07-16,2021-07-22,0001213900-21-038102,"1.01,2.01,3.02,4.01,5.01,5.02,5.06,7.01,9.01",2834.0,8-K,"CELU,CELUW","Nasdaq,Nasdaq",2834.0,Pharmaceutical Preparations,Celularity Inc,GX Acquisition Corp.,2021-01-08,425,3,2021-07-15,2021-07-14,True,False,True,"Reorganization, dated January 8, 2021",GXGX,,9174705.0,,,10.2,llm,True,True,,CELU,2021-07-19,CELU,GXGX,1.0,True,2021-07-19,2834.0,PHARMACEUTICAL PREPARATIONS,Celularity Inc. Class A Common Stock,21431589.5244,,28750000.0,ok,first_aggs_bar,31.9,19575295.0,31.9,biotech_health,3,False,2021-01-08,11.49,-7.05,-9.05,-6.53,8.7,-12.25,9.17,2021-07-16,10.2,11.23,2021-07-19,10.7191,12.15,12.39,1084778.0,5.09,19.12,21.47,8.28,-6.86,-16.23,-10.39,31.37,-19.51,0.0,3.0,False
1818502,OppFi Inc.,"OPFI, OPFI-WT",2021-07-20,2021-07-26,0001193125-21-224403,"1.01,2.01,2.03,3.02,3.03,5.01,5.02,5.06,9.01",6199.0,8-K,"OPFI,OPFI-WT","NYSE,NYSE",6199.0,Finance Services,OppFi Inc.,FG New America Acquisition Corp.,2021-03-18,PREM14A,1,2021-07-21,2021-07-16,False,False,True,,FGNA,OPFI,14822435.0,91646050.0,5.0,,super8k,True,True,5.0,OPFI,2021-07-21,OPFI,FGNA,1.0,True,2021-07-21,6199.0,FINANCE SERVICES,OppFi Inc.,806112261.12,,24360000.0,ok,ticker_event,60.8,9537565.0,60.8,fintech,1,True,2021-03-18,10.15,0.3,-0.1,0.79,1.1,10.45,11.2,2021-07-20,9.97,-10.98,2021-07-21,10.47,10.45,10.5228,346883.0,5.02,4.81,5.54,1.0,8.83,3.71,-9.73,10.93,-13.14,0.0,1.0,False
1691936,"STRYVE FOODS, INC.","SNAX, SNAXW",2021-07-20,2021-07-26,0001493152-21-017760,"1.01,2.01,3.01,3.02,3.03,5.01,5.02,5.06,9.01",2000.0,8-K,,,2000.0,Food and Kindred Products,"STRYVE FOODS, INC.",Andina Acquisition Corp. III,2021-02-03,425,4,2021-07-20,2021-07-19,True,False,True,,ANDA,SNAX,756896.0,,,10.24,super8k,False,True,,SNAX,2021-07-21,SNAX,ANDA,1.0,True,,,,STRYVE FOODS INC A,,,4420000.0,ok,first_aggs_bar,17.1,3663104.0,17.1,consumer,4,False,2021-02-03,11.58,1.38,1.9,11.23,2.6,-24.58,8.9,2021-07-20,9.2,3.37,2021-07-21,8.53,9.3,9.73,113033.0,-7.28,1.09,5.76,-11.3,-15.22,-8.59,-13.97,5.76,-18.48,0.0,1.0,False
1705012,"Fat Brands, Inc","FAT, FATBB, FATBP, FATBW",2021-07-22,2021-07-26,0001493152-21-017781,"1.01,2.01,2.03,7.01,9.01",5812.0,8-K,"FATAQ,FABTQ,FATPQ","OTC,OTC,OTC",5812.0,Retail-Eating  Places,"Fat Brands, Inc",,,,3,2020-12-14,2020-12-10,False,False,False,,FAT,FAT,,,,,,False,False,,FATAQ,,FAT,FAT,2.0,True,,,,FAT BRANDS INC A,,,11930000.0,no_flip_event,,,,,consumer,4,False,,,,,,,,,2021-07-30,11.56,,,,,,,,,,,,,,,,,,
1811210,"Lucid Group, Inc.",LCID,2021-07-22,2021-07-26,0001104659-21-095842,"1.01,2.01,3.02,4.01,5.01,5.02,5.07,8.01,9.01",3711.0,8-K,LCID,Nasdaq,3711.0,Motor Vehicles & Passenger Car Bodies,"Lucid Group, Inc.",Churchill Capital Corp IV; Annetta Acquisition Corp,2021-02-23,425,1,2021-07-26,2021-07-22,True,False,True,,CCIV,LCID,21644.0,,,10.0,super8k,True,True,,LCID,2021-07-26,LCID,CCIV,1.0,True,2021-07-26,3711.0,MOTOR VEHICLES & PASSENGER CAR BODIES,"Lucid Group, Inc. Common Stock",2165925284.4,,207000000.0,ok,first_aggs_bar,0.0,206978356.0,0.0,ev_mobility,1,True,2021-02-23,57.37,-38.96,-38.63,-23.41,3.6,-34.96,22.9,2021-07-23,24.25,5.9,2021-07-26,25.24,26.83,29.03,31573182.0,4.08,10.64,19.71,3.84,-3.71,-1.98,-3.09,19.71,-7.05,0.0,4.0,False
1824734,"Berkshire Grey, Inc.",,2021-07-21,2021-07-27,0001213900-21-038894,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.06,9.01",3569.0,8-K,,,3569.0,"General Industrial Machinery & Equipment, NEC","Berkshire Grey, Inc.",Revolution Acceleration Acquisition Corp; Acceleration Acquisition Corp,2021-02-24,425,1,2021-07-20,2021-07-20,True,False,True,Merger,RAAC,,23251823.0,54989588.0,,10.0,super8k,True,True,29.7,,,,,,,,,,,,,,no_ticker,,,,29.7,other,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819394,"Matterport, Inc./DE",MTTR,2021-07-22,2021-07-28,0001193125-21-227538,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.06,9.01",7372.0,8-K,,,7372.0,Services-Prepackaged Software,"Matterport, Inc./DE","Gores Holdings VI, Inc.",2021-02-08,425,1,2021-07-23,2021-07-20,True,False,True,"Merger, dated February 7, 2021",GHVI,MTTR,93917.0,,,10.0009,super8k,True,True,,MTTR,2021-07-23,MTTR,GHVI,0.0,True,2021-07-23,7372.0,SERVICES-PREPACKAGED SOFTWARE,"Matterport, Inc. Class A Common Stock",4842810072.2,,34500000.0,ok,first_aggs_bar,0.3,34406083.0,0.3,software_ai,3,True,2021-02-08,12.26,8.08,9.95,43.31,304.2,-0.52,13.41,2021-07-22,14.47,7.9,2021-07-23,14.2279,14.2,14.6497,843487.0,-1.67,-1.87,1.24,-5.53,-4.22,6.77,5.18,13.48,-10.85,0.0,1.0,False
1818331,Sema4 Holdings Corp.,"WGS, WGSWW",2021-07-22,2021-07-28,0001628280-21-014760,"1.01,2.01,3.02,4.01,5.01,5.02,5.03,5.06,9.01",8000.0,8-K,"WGS,WGSWW","Nasdaq,Nasdaq",8000.0,Services-Health Services,GeneDx Holdings Corp.,"Sema4 Holdings Corp.; CM Life Sciences, Inc.",2021-05-05,425,1,2021-07-22,2021-07-21,True,False,True,,CMLF,SMFR,10188.0,442686205.0,,10.0,super8k,True,True,0.0,WGS,2021-07-23,SMFR,CMLF,1.0,True,2021-07-23,8000.0,SERVICES-HEALTH SERVICES,GeneDx Holdings Corp. Class A Common Stock,1948722092.28,,44280000.0,ok,first_aggs_bar,0.0,44269812.0,0.0,biotech_health,6,False,2021-05-05,12.94,0.46,-2.7,2.78,0.9,-0.87,12.48,2021-07-22,11.6,-7.05,2021-07-23,11.4,11.86,12.4,308712.0,-1.72,2.24,6.9,-1.55,-3.53,-2.76,-0.09,6.9,-15.17,0.0,1.0,False
1760689,"Microvast Holdings, Inc.","MVST, MVSTW",2021-07-23,2021-07-28,0001213900-21-039093,"1.01,2.01,3.02,5.01,5.02,5.03,5.06,9.01",3690.0,8-K,"MVST,MVSTW","Nasdaq,Nasdaq",3690.0,"Miscellaneous Electrical Machinery, Equipment & Supplies","Microvast Holdings, Inc.",Tuscan Holdings Corp.,2021-02-16,PREM14A,4,2021-07-21,2021-07-21,False,False,True,,THCB,MVST,80234.0,,,11.5,super8k,True,True,,MVST,2021-07-26,MVST,THCB,1.0,True,2021-07-26,3690.0,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES","Microvast Holdings, Inc. Common Stock",356478400.88,,35470000.0,ok,ticker_event,0.2,35389766.0,0.2,ev_mobility,2,True,2021-02-16,19.64,1.88,3.31,5.19,1.0,-46.03,10.95,2021-07-23,10.0,-8.68,2021-07-26,9.95,8.74,10.0066,3893786.0,-0.5,-12.6,0.07,-19.8,-18.0,-11.0,37.0,38.2,-21.7,0.0,3.0,False
1805651,"MARKETWISE, INC.",MKTW,2021-07-21,2021-07-28,0001628280-21-014543,"1.01,2.01,3.01,3.03,4.01,5.01,5.02,5.06,9.01",7372.0,8-K,MKTW,Nasdaq,7372.0,Services-Prepackaged Software,"MARKETWISE, INC.",Ascendant Digital Acquisition Corp.,2021-03-02,425,1,2021-07-21,2021-07-20,True,False,True,,ACND,MKTW,38746904.0,,,,llm,True,True,,MKTW,2021-07-22,MKTW,ACND,1.0,True,2021-07-22,7372.0,SERVICES-PREPACKAGED SOFTWARE,"MarketWise, Inc. Class A Common Stock",53717146.56,,41400000.0,ok,first_aggs_bar,93.6,2653096.0,93.6,software_ai,3,True,2021-03-02,10.59,-4.25,-6.33,-3.68,128.9,-11.59,8.77,2021-07-21,9.52,8.55,2021-07-22,9.0,10.05,11.5,411079.0,-5.46,5.57,20.8,14.76,17.23,44.85,34.77,78.24,-5.46,0.0,1.0,False
1318641,CLEVELAND BIOLABS INC,STAB,2021-07-27,2021-07-28,0001437749-21-017701,"2.01,5.01,5.02,5.03,8.01,9.01",2834.0,8-K,,,2834.0,Pharmaceutical Preparations,"Statera Biopharma, Inc.","Cytocom, Inc.; CLEVELAND BIOLABS INC",2020-10-19,425,13,2021-07-06,2021-07-05,True,False,True,Merger,CBLI,CBLI,,,,,,False,False,,STAB,,CBLI,CBLI,2.0,True,,,,STATERA BIOPHARMA INC,,,15470000.0,no_flip_event,,,,,biotech_health,3,False,2020-10-19,2.28,1.75,-4.82,138.16,30.9,167.74,5.81,2021-08-06,3.87,-33.39,,,,,,,,,,,,,,,,,
1824403,"Reservoir Media, Inc.","RSVR, RSVRW",2021-07-28,2021-07-28,0001104659-21-097058,"1.01,2.01,2.03,3.02,3.03,5.01,5.02,5.06,9.01",7900.0,8-K,"RSVR,RSVRW","Nasdaq,Nasdaq",7900.0,Services-Amusement & Recreation Services,"Reservoir Media, Inc.",Roth CH Acquisition II Co,2021-05-14,PREM14A,1,2021-07-27,2021-07-27,False,False,True,"April 14, 2021",ROCC,RSVR,10295452.0,,,,vote8k,False,True,,RSVR,2021-07-29,RSVR,ROCC,1.0,True,2021-07-29,7900.0,SERVICES-AMUSEMENT & RECREATION SERVICES,"Reservoir Media, Inc. Common Stock",671306145.5999999,,14650000.0,ok,ticker_event,70.3,4354548.0,70.3,media_gaming,13,False,2021-05-14,10.09,-0.2,-0.3,0.59,0.2,-7.16,9.34,2021-07-28,9.49,1.61,2021-07-29,9.49,9.03,9.49,79210.0,0.0,-4.85,0.0,-5.16,-24.24,-20.65,-16.97,0.0,-24.24,0.0,1.0,False
876883,Stagwell Inc,STGW,2021-08-02,2021-08-02,0001104659-21-098992,"1.01,1.02,2.01,3.02,5.02,5.03,8.01,9.01",7311.0,8-K,STGW,Nasdaq,7311.0,Services-Advertising Agencies,Stagwell Inc,MDC Stagwell Holdings Inc; MDC PARTNERS INC; MDC CORP INC; MDC COMMUNICATIONS CORP,2020-08-31,425,14,2021-07-27,2021-07-26,True,False,True,MDC Partners Inc,,,,,7.5,,vote8k,False,True,7.5,STGW,2021-08-03,STGW,MDCA,1.0,True,2021-08-03,7311.0,SERVICES-ADVERTISING AGENCIES,Stagwell Inc. Class A Common Stock,1935742598.46,,78600000.0,ok,ticker_event,,,7.5,media_gaming,2,False,2020-08-31,2.14,-1.87,2.34,4.21,0.8,181.28,6.16,2021-08-02,5.42,-12.01,2021-08-03,6.53,5.55,6.53,56437.0,20.48,2.4,20.48,5.54,10.7,18.08,22.69,28.6,-0.37,0.0,1.0,False
1695295,"HYDROFARM HOLDINGS GROUP, INC.",HYFM,2021-07-30,2021-08-03,0001104659-21-099556,"1.01,2.01,7.01,9.01",5190.0,8-K,HYFM,Nasdaq,5190.0,Wholesale-Miscellaneous Nondurable Goods,"HYDROFARM HOLDINGS GROUP, INC.",Innovation Acquisition One Corp,,,1,2021-06-09,2021-06-08,False,False,False,,,,,,,,,False,False,,HYFM,,HYFM,HYFM,1.0,True,2020-12-10,5190.0,WHOLESALE-MISCELLANEOUS NONDURABLE GOODS,"Hydrofarm Holdings Group, Inc. Common Stock",3830748.048,,39800000.0,no_flip_event,,,,,industrial,1,False,,,,,,,,,2021-08-09,51.22,,,,,,,,,,,,,,,,,,
1722438,"Doma Holdings, Inc.","DOMA, DOMAW",2021-07-28,2021-08-03,0001628280-21-015371,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,9.01",6361.0,8-K,,,6361.0,Title Insurance,"Doma Holdings, Inc.",Capitol Investment Corp. V,2021-03-03,425,1,2021-07-28,2021-07-27,True,False,True,"March 2, 2021 and amended on March 18, 2021",CAP,DOMA,29484128.0,,,10.0,super8k,True,True,,DOMA,2021-07-29,DOMA,CAP,0.0,True,2021-07-29,6361.0,TITLE INSURANCE,"Doma Holdings, Inc.",2577368193.58,,34500000.0,ok,first_aggs_bar,85.5,5015872.0,85.5,other,1,False,2021-03-03,9.97,4.01,1.5,5.82,70.8,-12.15,8.89,2021-07-28,7.95,-10.57,2021-07-29,8.2,6.99,8.8,923063.0,3.14,-12.08,10.69,-13.96,-9.31,-1.64,4.53,10.69,-19.23,0.0,1.0,False
828916,WEINGARTEN REALTY INVESTORS /TX/,,2021-08-03,2021-08-04,0001140361-21-026775,"2.01,3.01,3.03,5.01,5.02,5.07,7.01,9.01",6798.0,8-K,,,6798.0,Real Estate Investment Trusts,WEINGARTEN REALTY INVESTORS /TX/,,2021-04-15,425,14,2021-08-04,2021-08-03,True,False,False,Kimco Realty Corporation,WRI,WRI,,,,,,False,False,,WRI,,WRI,WRI,0.0,,,,,,,,127640000.0,no_flip_event,,,,,other,1,False,2021-04-15,27.34,7.32,12.55,13.86,10.6,2.18,31.44,2021-08-03,31.44,0.0,,,,,,,,,,,,,,,,,
1794905,"Cyxtera Technologies, Inc.",,2021-07-29,2021-08-04,0001193125-21-236394,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.06,9.01",7370.0,8-K,,,7370.0,"Services-Computer Programming, Data Processing, Etc.","Cyxtera Technologies, Inc.",STARBOARD VALUE ACQUISITION CORP.,2021-05-13,PREM14A,1,2021-07-29,2021-07-28,False,False,True,Merger Sub 2 surviving such merger as,SVAC,CYXT,26176891.0,,,10.0,super8k,True,True,,CYXT,2021-07-30,CYXT,SVAC,0.0,True,2021-07-30,7370.0,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","Cyxtera Technologies, Inc. Class A Common Stock",1565179518.2,,40420000.0,ok,first_aggs_bar,64.8,14243109.0,64.8,software_ai,1,True,2021-05-13,9.91,0.0,-0.2,0.1,0.6,-1.72,9.72,2021-07-29,9.55,-1.75,2021-07-30,9.46,9.49,9.69,89989.0,-0.94,-0.63,1.47,-7.12,-9.42,-8.06,-1.36,5.71,-13.61,0.0,1.0,False
879101,KIMCO REALTY CORP,"KIM, KIM-PL, KIM-PM, KIM-PN",2021-08-03,2021-08-04,0001140361-21-026809,"2.01,5.07,7.01,9.01",6798.0,8-K,"KIM,KIM-PL,KIM-PM,KIM-PN","NYSE,NYSE,NYSE,NYSE",6798.0,Real Estate Investment Trusts,KIMCO REALTY CORP,,2021-04-15,425,13,2021-08-04,2021-08-03,True,False,False,,KIM,KIM,0.0,,,,llm,False,True,,KIM,,KIM,KIM,1.0,True,1991-11-22,6798.0,REAL ESTATE INVESTMENT TRUSTS,Kimco Realty Corp.,16778818024.96,,433520000.0,no_flip_event,,0.0,433520000.0,0.0,real_estate,4,False,2021-04-15,19.48,-1.28,2.31,3.23,4.1,4.26,20.78,2021-08-13,22.04,6.06,,,,,,,,,,,,,,,,,
1634038,"ProSight Global, Inc.",,2021-08-04,2021-08-04,0001104659-21-099896,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",6331.0,8-K,,,6331.0,"Fire, Marine & Casualty Insurance","ProSight Global, Inc.",,,,2,2021-01-19,2021-01-14,False,False,False,"Pedal Merger Sub, Inc",PROS,PROS,,,,,,False,False,,PROS,,PROS,PROS,0.0,,,,,,,,43640000.0,no_flip_event,,,,,other,0,False,,,,,,,,,2021-08-03,12.85,,,,,,,,,,,,,,,,,,
857737,"ICONIX BRAND GROUP, INC.",,2021-08-04,2021-08-04,0001140361-21-026938,"1.02,2.01,2.04,3.01,3.03,5.01,5.02,5.03,9.01",3140.0,8-K,,,3140.0,"Footwear, (No Rubber)","ICONIX BRAND GROUP, INC.",CANDIES INC,1998-05-14,S-4,13,2020-06-19,2020-06-16,False,False,False,Iconix Merger Sub Inc,ICON,ICON,,,5.75,,super8k,False,False,5.75,ICON,,ICON,ICON,1.0,True,2024-07-12,,,Icon Energy Corp. Common stock,3546617.7019,,11860000.0,no_flip_event,,,,5.75,industrial,0,False,,,,,,,,,2021-08-03,3.15,,,,,,,,,,,,,,,,,,
1826018,"ROVER GROUP, INC.",,2021-07-30,2021-08-05,0001564590-21-041713,"1.01,1.02,2.01,3.02,3.03,4.01,5.02,7.01,9.01",7200.0,8-K,,,7200.0,Services-Personal Services,"ROVER GROUP, INC.",Nebula Caravel Acquisition Corp.,2021-02-11,425,1,2021-07-29,2021-07-28,True,False,True,Legacy Rover surviving as the surviving company and as,NEBC,ROVR,14677808.0,,,10.0,super8k,False,True,,ROVR,2021-08-02,ROVR,NEBC,0.0,True,2021-08-02,7200.0,SERVICES-PERSONAL SERVICES,"Rover Group, Inc. Class A Common Stock",2384401037.85,,27500000.0,ok,first_aggs_bar,53.4,12822192.0,53.4,consumer,0,False,2021-02-11,11.0,6.27,1.36,6.36,463.8,-11.12,9.91,2021-07-30,10.99,10.9,2021-08-02,12.0,11.67,12.0,1290656.0,9.19,6.19,9.19,5.73,7.46,8.83,-10.92,20.66,-12.85,0.0,3.0,False
1818201,CCC Intelligent Solutions Holdings Inc.,CCCS,2021-07-30,2021-08-05,0001193125-21-237930,"1.01,2.01,3.02,3.03,5.01,5.02,5.06,9.01",7372.0,8-K,CCC,Nasdaq,7372.0,Services-Prepackaged Software,CCC Intelligent Solutions Holdings Inc.,Dragoneer Growth Opportunities Corp.,2021-02-03,425,1,2021-07-29,2021-07-29,True,False,True,"February 2, 2021",DGNR,CCCS,21009998.0,,,10.0,super8k,False,True,,CCC,2021-08-02,CCCS,DGNR,2.0,True,2021-08-02,7372.0,SERVICES-PREPACKAGED SOFTWARE,CCC Intelligent Solutions Holdings Inc. Common Stock,3474687973.12,,69000000.0,ok,ticker_event,30.4,47990002.0,30.4,software_ai,7,True,2021-02-03,13.85,16.25,-5.42,16.32,55.3,-30.08,9.16,2021-07-30,9.26,1.09,2021-08-02,9.77,10.06,10.75,548932.0,5.51,8.64,16.09,3.02,-3.89,-2.27,3.89,16.09,-7.34,0.0,3.0,False
1828105,Hippo Holdings Inc.,"HIPO, HIPO-WT",2021-08-02,2021-08-05,0001193125-21-237966,"2.01,3.02,3.03,5.01,5.02,5.03,5.06,8.01,9.01",6331.0,8-K,HIPO,NYSE,6331.0,"Fire, Marine & Casualty Insurance",Hippo Holdings Inc.,Reinvent Technology Partners Z; Reinvent Technology Partners B,2021-03-04,425,1,2021-07-30,2021-07-29,True,False,True,Hippo surviving as,RTPZ,HIPO,19261380.0,,89.5,,super8k,False,True,89.5,HIPO,2021-08-03,HIPO,RTPZ,1.0,True,2021-08-03,6331.0,"FIRE, MARINE & CASUALTY INSURANCE",Hippo Holdings Inc.,748792972.9200001,,23000000.0,ok,first_aggs_bar,83.7,3738620.0,83.7,fintech,1,True,2021-03-04,11.11,-5.49,-5.94,-1.44,27.5,-6.41,9.78,2021-08-02,9.79,0.1,2021-08-03,10.65,9.91,10.8162,246021.0,8.78,1.23,10.48,-1.84,-24.82,-30.34,-52.5,10.48,-53.01,0.0,1.0,False
1857044,"Indaptus Therapeutics, Inc.",INDP,2021-08-03,2021-08-06,0001493152-21-018937,"2.01,3.01,3.02,4.01,5.02,7.01,8.01,9.01",2834.0,8-K,INDP,Nasdaq,2834.0,Pharmaceutical Preparations,"Indaptus Therapeutics, Inc.",Intec Parent Inc.,2021-06-22,425,0,,,True,False,True,"Decoy Biosystems, Inc",NTEC,INDP,,,,,,False,False,,INDP,2021-08-04,INDP,NTEC,1.0,True,2021-08-04,2834.0,PHARMACEUTICAL PREPARATIONS,"Indaptus Therapeutics, Inc. Common Stock",350427312.12,,,ok,first_aggs_bar,,,,biotech_health,8,False,2021-06-22,4.12,20.39,-6.07,21.6,11.6,,,2021-08-03,9.63,,2021-08-04,10.1,8.87,10.87,347460.0,4.88,-7.89,12.88,6.96,2.18,-5.4,-10.8,12.88,-21.52,0.0,1.0,True
1102432,"VIKING ENERGY GROUP, INC.",,2021-08-06,2021-08-09,0001477932-21-005234,"1.01,2.01,9.01",1311.0,8-K,,,1311.0,Crude Petroleum & Natural Gas,"VIKING ENERGY GROUP, INC.","VIKING INVESTMENTS GROUP, INC.; SinoCubate, Inc; Synthenol Inc; LegalPlay Entertainment Inc; POKER COM INC",2020-01-24,425,0,,,True,False,False,,,,,,,,,False,False,,,,,,,,,,,,,,,no_ticker,,,,,other,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144546,"FICAAR, INC",HWTR,2021-08-09,2021-08-11,0001683168-21-003410,"1.01,2.01,3.02,5.02,5.03,5.06,9.01",4813.0,8-K,,,4813.0,Telephone Communications (No Radiotelephone),"HFactor, Inc.","FICAAR, INC; OWNERTEL INC",,,0,,,False,False,True,Target Stock,FCAA,FCAA,,,,,,False,False,,HWTR,,HWTR,FCAA,0.0,,,,,,,,,no_flip_event,,,,,other,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
